task,model,temperature,w_inv_temperature,nll_uncalibrated,nll_calibrated,n_oof,optimizer_converged,bound_hit
g0_R2_R4_R6_to_R3,lightgbm,4.808631785160896,0.20795936238784815,2.0964797569784706,0.7278802207696357,5657,True,False
g0_R2_R4_R6_to_R5,rf,0.8538890599292988,1.171112322346417,0.6902595298681733,0.6840654469999508,5657,True,False
g0_R2_R4_R6_to_R5,xgboost,2.3556325948314334,0.42451441799291245,1.049945509620872,0.6945237042041176,5657,True,False
g0_R2_R4_R6_to_R5,lightgbm,4.808631785146722,0.20795936238846113,2.0964797569784706,0.7278802207696355,5657,True,False
g0_R2_R4_R6_to_R7,rf,0.8538890599292988,1.171112322346417,0.6902595298681733,0.6840654469999508,5657,True,False
g0_R2_R4_R6_to_R7,xgboost,2.3556325948314334,0.42451441799291245,1.049945509620872,0.6945237042041176,5657,True,False
g0_R2_R4_R6_to_R7,lightgbm,4.808631785146644,0.20795936238846452,2.0964797569784706,0.7278802207696357,5657,True,False
g0_R2_R4_R7_to_R3,rf,0.7931492143071156,1.2607968109425494,0.6268190752595345,0.6142065179403162,5662,True,False
g0_R2_R4_R7_to_R3,xgboost,2.3403537676624615,0.4272858290987337,1.0492135813454708,0.708065272528493,5662,True,False
g0_R2_R4_R7_to_R3,lightgbm,4.679178025135658,0.21371274925386238,1.9982577069075926,0.7113512133945865,5662,True,False
g0_R2_R4_R7_to_R5,rf,0.7931492143071156,1.2607968109425494,0.6268190752595345,0.6142065179403162,5662,True,False
g0_R2_R4_R7_to_R5,xgboost,2.3403537676624615,0.4272858290987337,1.0492135813454708,0.708065272528493,5662,True,False
g0_R2_R4_R7_to_R5,lightgbm,4.679178025135658,0.21371274925386238,1.9982577069075926,0.7113512133945865,5662,True,False
g0_R2_R4_R7_to_R6,rf,0.7931492143071156,1.2607968109425494,0.6268190752595345,0.6142065179403162,5662,True,False
g0_R2_R4_R7_to_R6,xgboost,2.3403537676624615,0.4272858290987337,1.0492135813454708,0.708065272528493,5662,True,False
g0_R2_R4_R7_to_R6,lightgbm,4.679178025135658,0.21371274925386238,1.9982577069075926,0.7113512133945865,5662,True,False
g0_R2_R4_to_R3,rf,1.104996046711505,0.9049806132574177,0.8252917961174774,0.8220178432199253,3669,True,False
g0_R2_R4_to_R3,xgboost,3.321937916150123,0.3010291056730299,1.9649624200169045,1.1350364937002138,3669,True,False
g0_R2_R4_to_R3,lightgbm,6.197622307945477,0.16135220094292932,3.4915990092974165,1.1313998974228063,3669,True,False
g0_R2_R4_to_R5,rf,1.104996046711505,0.9049806132574177,0.8252917961174774,0.8220178432199253,3669,True,False
g0_R2_R4_to_R5,xgboost,3.321937916150123,0.3010291056730299,1.9649624200169045,1.1350364937002138,3669,True,False
g0_R2_R4_to_R5,lightgbm,6.197622307945477,0.16135220094292932,3.4915990092974165,1.1313998974228063,3669,True,False
g0_R2_R4_to_R6,rf,1.104996046711505,0.9049806132574177,0.8252917961174774,0.8220178432199253,3669,True,False
g0_R2_R4_to_R6,xgboost,3.321937916150123,0.3010291056730299,1.9649624200169045,1.1350364937002138,3669,True,False
g0_R2_R4_to_R6,lightgbm,6.197622307945477,0.16135220094292932,3.4915990092974165,1.1313998974228063,3669,True,False
g0_R2_R4_to_R7,rf,1.104996046711505,0.9049806132574177,0.8252917961174774,0.8220178432199253,3669,True,False
g0_R2_R4_to_R7,xgboost,3.321937916150123,0.3010291056730299,1.9649624200169045,1.1350364937002138,3669,True,False
g0_R2_R4_to_R7,lightgbm,6.197622307945477,0.16135220094292932,3.4915990092974165,1.1313998974228063,3669,True,False
g0_R2_R5_R6_to_R3,rf,1.2782490907434814,0.7823201340345641,0.9079437467417186,0.889527405808591,5620,True,False
g0_R2_R5_R6_to_R3,xgboost,3.341855734136982,0.2992349399721305,1.9810764348058283,1.032355425326319,5620,True,False
g0_R2_R5_R6_to_R3,lightgbm,6.592785416078875,0.15168095681699892,3.8287638875378076,1.062473172039323,5620,True,False
g0_R2_R5_R6_to_R4,rf,1.2782490907434814,0.7823201340345641,0.9079437467417186,0.889527405808591,5620,True,False
g0_R2_R5_R6_to_R4,xgboost,3.341855734136982,0.2992349399721305,1.9810764348058283,1.032355425326319,5620,True,False
g0_R2_R5_R6_to_R4,lightgbm,6.592785415654467,0.1516809568267633,3.8287638875378076,1.0624731720393228,5620,True,False
g0_R2_R5_R6_to_R7,rf,1.2782490907434814,0.7823201340345641,0.9079437467417186,0.889527405808591,5620,True,False
g0_R2_R5_R6_to_R7,xgboost,3.341855734136982,0.2992349399721305,1.9810764348058283,1.032355425326319,5620,True,False
g0_R2_R5_R6_to_R7,lightgbm,6.592785416080838,0.15168095681695373,3.8287638875378076,1.0624731720393228,5620,True,False
g0_R2_R5_R7_to_R3,rf,1.239104092159521,0.8070347005772465,0.8689217090077292,0.8550101194958445,5625,True,False
g0_R2_R5_R7_to_R3,xgboost,3.292070850666483,0.3037601696201493,1.933480370230815,1.0108097272528338,5625,True,False
g0_R2_R5_R7_to_R3,lightgbm,6.938457040989973,0.14412426193494468,4.151380404565217,1.0824504771455576,5625,True,False
g0_R2_R5_R7_to_R4,rf,1.239104092159521,0.8070347005772465,0.8689217090077292,0.8550101194958445,5625,True,False
g0_R2_R5_R7_to_R4,xgboost,3.292070850666483,0.3037601696201493,1.933480370230815,1.0108097272528338,5625,True,False
g0_R2_R5_R7_to_R4,lightgbm,6.9384559117188145,0.14412428539194638,4.151380357494324,1.0824503294432959,5625,True,False
g0_R2_R5_R7_to_R6,rf,1.239104092159521,0.8070347005772465,0.8689217090077292,0.8550101194958445,5625,True,False
g0_R2_R5_R7_to_R6,xgboost,3.292070850666483,0.3037601696201493,1.933480370230815,1.0108097272528338,5625,True,False
g0_R2_R5_R7_to_R6,lightgbm,6.938455911718803,0.14412428539194663,4.151380357494324,1.0824503294432959,5625,True,False
g0_R2_R5_to_R3,rf,1.0779684504321176,0.9276709347097655,0.9665857702457122,0.9648194843778147,3632,True,False
g0_R2_R5_to_R3,xgboost,2.8535259043635217,0.350443638332083,1.7493844405929382,1.105710338143358,3632,True,False
g0_R2_R5_to_R3,lightgbm,5.289929431556455,0.18903843859137645,2.9811341527349393,1.077859984165811,3632,True,False
g0_R2_R5_to_R4,rf,1.0779684504321176,0.9276709347097655,0.9665857702457122,0.9648194843778147,3632,True,False
g0_R2_R5_to_R4,xgboost,2.8535259043635217,0.350443638332083,1.7493844405929382,1.105710338143358,3632,True,False
g0_R2_R5_to_R4,lightgbm,5.289929431556455,0.18903843859137645,2.9811341527349393,1.077859984165811,3632,True,False
g0_R2_R5_to_R6,rf,1.0779684504321176,0.9276709347097655,0.9665857702457122,0.9648194843778147,3632,True,False
g0_R2_R5_to_R6,xgboost,2.8535259043635217,0.350443638332083,1.7493844405929382,1.105710338143358,3632,True,False
g0_R2_R5_to_R6,lightgbm,5.289929431556455,0.18903843859137645,2.9811341527349393,1.077859984165811,3632,True,False
g0_R2_R5_to_R7,rf,1.0779684504321176,0.9276709347097655,0.9665857702457122,0.9648194843778147,3632,True,False
g0_R2_R5_to_R7,xgboost,2.8535259043635217,0.350443638332083,1.7493844405929382,1.105710338143358,3632,True,False
g0_R2_R5_to_R7,lightgbm,5.289929431556455,0.18903843859137645,2.9811341527349393,1.077859984165811,3632,True,False
g0_R2_R6_R7_to_R3,rf,0.5434767950116344,1.840004962821996,0.607603791554637,0.5414402163784637,5797,True,False
